year,symbol,close
2022,DIS,86.87999725341797
2023,DIS,90.29000091552734
2019,SHEL,58.97999954223633
2020,SHEL,35.13999938964844
2021,SHEL,43.400001525878906
2022,SHEL,56.95000076293945
2023,SHEL,65.80000305175781
2019,AZN,49.86000061035156
2020,AZN,49.9900016784668
2021,AZN,58.25
2022,AZN,67.80000305175781
2023,AZN,67.3499984741211
2019,WFC,53.79999923706055
2020,WFC,30.18000030517578
2021,WFC,47.97999954223633
2022,WFC,41.290000915527344
2023,WFC,49.220001220703125
2019,CSCO,47.959999084472656
2020,CSCO,44.75
2021,CSCO,63.369998931884766
2022,CSCO,47.63999938964844
2023,CSCO,50.52000045776367
2019,TMUS,78.41999816894531
2020,TMUS,134.85000610351562
2021,TMUS,115.9800033569336
2022,TMUS,140.0
2023,TMUS,160.3300018310547
2019,DHR,136.06382751464844
2020,DHR,196.9326171875
2021,DHR,291.675537109375
2022,DHR,235.30142211914062
2023,DHR,231.33999633789062
2019,BABA,212.10000610351562
2020,BABA,232.72999572753906
2021,BABA,118.79000091552734
2022,BABA,88.08999633789062
2023,BABA,77.51000213623047
2019,INTU,261.92999267578125
2020,INTU,379.8500061035156
2021,INTU,643.219970703125
2022,INTU,389.2200012207031
2023,INTU,625.030029296875
2019,INTC,59.849998474121094
2020,INTC,49.81999969482422
2021,INTC,51.5
2022,INTC,26.43000030517578
2023,INTC,50.25
2019,QCOM,88.2300033569336
2020,QCOM,152.33999633789062
2021,QCOM,182.8699951171875
2022,QCOM,109.94000244140625
2023,QCOM,144.6300048828125
2019,AMAT,61.040000915527344
2020,AMAT,86.30000305175781
2021,AMAT,157.36000061035156
2022,AMAT,97.37999725341797
2023,AMAT,162.07000732421875
2019,GE,69.69554901123047
2020,GE,67.44730377197266
2021,GE,73.7470703125
2022,GE,65.40983581542969
2023,GE,127.62999725341797
2019,IBM,128.1453094482422
2020,IBM,120.34416961669922
2021,IBM,133.66000366210938
2022,IBM,140.88999938964844
2023,IBM,163.5500030517578
2019,CMCSA,44.970001220703125
2020,CMCSA,52.400001525878906
2021,CMCSA,50.33000183105469
2022,CMCSA,34.970001220703125
2023,CMCSA,43.849998474121094
2019,VZ,61.400001525878906
2020,VZ,58.75
2021,VZ,51.959999084472656
2022,VZ,39.400001525878906
2023,VZ,37.70000076293945
2019,PDD,37.81999969482422
2020,PDD,177.6699981689453
2021,PDD,58.29999923706055
2022,PDD,81.55000305175781
2023,PDD,146.30999755859375
2019,UBER,29.739999771118164
2020,UBER,51.0
2021,UBER,41.93000030517578
2022,UBER,24.729999542236328
2023,UBER,61.56999969482422
2019,CAT,147.67999267578125
2020,CAT,182.02000427246094
2021,CAT,206.74000549316406
2022,CAT,239.55999755859375
2023,CAT,295.6700134277344
2019,AXP,124.48999786376953
2020,AXP,120.91000366210938
2021,AXP,163.60000610351562
2022,AXP,147.75
2023,AXP,187.33999633789062
2019,NOW,282.32000732421875
2020,NOW,550.4299926757812
2021,NOW,649.1099853515625
2022,NOW,388.2699890136719
2023,NOW,706.489990234375
2019,TXN,128.2899932861328
2020,TXN,164.1300048828125
2021,TXN,188.47000122070312
2022,TXN,165.22000122070312
2023,TXN,170.4600067138672
2019,BX,55.939998626708984
2020,BX,64.80999755859375
2021,BX,129.38999938964844
2022,BX,74.19000244140625
2023,BX,130.9199981689453
2019,NKE,101.30999755859375
2020,NKE,141.47000122070312
2021,NKE,166.6699981689453
2022,NKE,117.01000213623047
2023,NKE,108.56999969482422
2019,UNP,180.7899932861328
2020,UNP,208.22000122070312
2021,UNP,251.92999267578125
2022,UNP,207.07000732421875
2023,UNP,245.6199951171875
2019,TTE,55.29999923706055
2020,TTE,41.90999984741211
2021,TTE,49.459999084472656
2022,TTE,62.08000183105469
2023,TTE,67.37999725341797
2019,AMGN,241.07000732421875
2020,AMGN,229.9199981689453
2021,AMGN,224.97000122070312
2022,AMGN,262.6400146484375
2023,AMGN,288.0199890136719
2019,PFE,37.17267608642578
2020,PFE,36.810001373291016
2021,PFE,59.04999923706055
2022,PFE,51.2400016784668
2023,PFE,28.790000915527344
2019,HSBC,39.09000015258789
2020,HSBC,25.90999984741211
2021,HSBC,30.149999618530273
2022,HSBC,31.15999984741211
2023,HSBC,40.540000915527344
2019,BHP,48.80463790893555
2020,BHP,58.2872428894043
2021,BHP,53.83586120605469
2022,BHP,62.04999923706055
2023,BHP,68.30999755859375
2019,MS,51.119998931884766
2020,MS,68.52999877929688
2021,MS,98.16000366210938
2022,MS,85.0199966430664
2023,MS,93.25
2019,LOW,119.76000213623047
2020,LOW,160.50999450683594
2021,LOW,258.4800109863281
2022,LOW,199.24000549316406
2023,LOW,222.5500030517578
2019,ISRG,197.0500030517578
2020,ISRG,272.70001220703125
2021,ISRG,359.29998779296875
2022,ISRG,265.3500061035156
2023,ISRG,337.3599853515625
2019,PM,85.08999633789062
2020,PM,82.79000091552734
2021,PM,95.0
2022,PM,101.20999908447266
2023,PM,94.08000183105469
2019,HDB,63.369998931884766
2020,HDB,72.26000213623047
2021,HDB,65.06999969482422
2022,HDB,68.41000366210938
2023,HDB,67.11000061035156
2019,RY,79.19999694824219
2020,RY,82.05999755859375
2021,RY,106.13999938964844
2022,RY,94.0199966430664
2023,RY,101.12999725341797
2019,SPGI,273.04998779296875
2020,SPGI,328.7300109863281
2021,SPGI,471.92999267578125
2022,SPGI,334.94000244140625
2023,SPGI,440.5199890136719
2019,COP,65.02999877929688
2020,COP,39.9900016784668
2021,COP,72.18000030517578
2022,COP,118.0
2023,COP,116.06999969482422
2019,SYK,209.94000244140625
2020,SYK,245.0399932861328
2021,SYK,267.4200134277344
2022,SYK,244.49000549316406
2023,SYK,299.4599914550781
2019,HON,177.0
2020,HON,212.6999969482422
2021,HON,208.50999450683594
2022,HON,214.3000030517578
2023,HON,209.7100067138672
2019,LRCX,292.3999938964844
2020,LRCX,472.2699890136719
2021,LRCX,719.1500244140625
2022,LRCX,420.29998779296875
2023,LRCX,783.260009765625
2019,GS,229.92999267578125
2020,GS,263.7099914550781
2021,GS,382.54998779296875
2022,GS,343.3800048828125
2023,GS,385.7699890136719
2019,UPS,117.05999755859375
2020,UPS,168.39999389648438
2021,UPS,214.33999633789062
2022,UPS,173.83999633789062
2023,UPS,157.22999572753906
2019,PLD,89.13999938964844
2020,PLD,99.66000366210938
2021,PLD,168.36000061035156
2022,PLD,112.7300033569336
2023,PLD,133.3000030517578
2019,MUFG,5.429999828338623
2020,MUFG,4.429999828338623
2021,MUFG,5.460000038146973
2022,MUFG,6.670000076293945
2023,MUFG,8.609999656677246
2019,UL,57.16999816894531
2020,UL,60.36000061035156
2021,UL,53.790000915527344
2022,UL,50.349998474121094
2023,UL,48.47999954223633
2019,BA,325.760009765625
2020,BA,214.05999755859375
2021,BA,201.32000732421875
2022,BA,190.49000549316406
2023,BA,260.6600036621094
2019,T,29.516616821289062
2020,T,21.72205352783203
2021,T,18.580059051513672
2022,T,18.40999984741211
2023,T,16.780000686645508
2019,BLK,502.70001220703125
2020,BLK,721.5399780273438
2021,BLK,915.5599975585938
2022,BLK,708.6300048828125
2023,BLK,811.7999877929688
2019,SCHW,47.560001373291016
2020,SCHW,53.040000915527344
2021,SCHW,84.0999984741211
2022,SCHW,83.26000213623047
2023,SCHW,68.80000305175781
2019,BUD,82.04000091552734
2020,BUD,69.91000366210938
2021,BUD,60.54999923706055
2022,BUD,60.040000915527344
2023,BUD,64.62000274658203
2019,BKNG,2053.72998046875
2020,BKNG,2227.27001953125
2021,BKNG,2399.22998046875
2022,BKNG,2015.280029296875
2023,BKNG,3547.219970703125
2019,RTX,94.24795532226562
2020,RTX,71.51000213623047
2021,RTX,86.05999755859375
2022,RTX,100.91999816894531
2023,RTX,84.13999938964844
2019,SNY,50.20000076293945
2020,SNY,48.59000015258789
2021,SNY,50.099998474121094
2022,SNY,48.43000030517578
2023,SNY,49.72999954223633
2019,ETN,94.72000122070312
2020,ETN,120.13999938964844
2021,ETN,172.82000732421875
2022,ETN,156.9499969482422
2023,ETN,240.82000732421875
2019,ELV,302.0299987792969
2020,ELV,321.0899963378906
2021,ELV,463.5400085449219
2022,ELV,512.969970703125
2023,ELV,471.55999755859375
2019,NEE,60.540000915527344
2020,NEE,77.1500015258789
2021,NEE,93.36000061035156
2022,NEE,83.5999984741211
2023,NEE,60.7400016784668
2019,TJX,61.060001373291016
2020,TJX,68.29000091552734
2021,TJX,75.91999816894531
2022,TJX,79.5999984741211
2023,TJX,93.80999755859375
2019,VRTX,218.9499969482422
2020,VRTX,236.33999633789062
2021,VRTX,219.60000610351562
2022,VRTX,288.7799987792969
2023,VRTX,406.8900146484375
2019,MDT,113.44999694824219
2020,MDT,117.13999938964844
2021,MDT,103.44999694824219
2022,MDT,77.72000122070312
2023,MDT,82.37999725341797
2019,PGR,72.38999938964844
2020,PGR,98.87999725341797
2021,PGR,102.6500015258789
2022,PGR,129.7100067138672
2023,PGR,159.27999877929688
2019,SONY,68.0
2020,SONY,101.0999984741211
2021,SONY,126.4000015258789
2022,SONY,76.27999877929688
2023,SONY,94.69000244140625
2019,FMC,99.81999969482422
2020,FMC,114.93000030517578
2021,FMC,109.88999938964844
2022,FMC,124.80000305175781
2023,FMC,63.04999923706055
2019,CIVI,23.34000015258789
2020,CIVI,19.329999923706055
2021,CIVI,48.970001220703125
2022,CIVI,57.93000030517578
2023,CIVI,68.37999725341797
2019,UI,188.97999572753906
2020,UI,278.510009765625
2021,UI,306.70001220703125
2022,UI,273.5299987792969
2023,UI,139.55999755859375
2020,AZEK,38.45000076293945
2021,AZEK,46.2400016784668
2022,AZEK,20.31999969482422
2023,AZEK,38.25
2021,YMM,8.369999885559082
2022,YMM,8.0
2023,YMM,7.010000228881836
2019,RHP,86.66000366210938
2020,RHP,67.76000213623047
2021,RHP,91.95999908447266
2022,RHP,81.77999877929688
2023,RHP,110.05999755859375
2021,BZ,34.880001068115234
2022,BZ,20.3700008392334
2023,BZ,16.610000610351562
2019,TKO,64.87000274658203
2020,TKO,48.04999923706055
2021,TKO,49.34000015258789
2022,TKO,68.5199966430664
2023,TKO,81.58000183105469
2019,NYT,32.16999816894531
2020,NYT,51.77000045776367
2021,NYT,48.29999923706055
2022,NYT,32.459999084472656
2023,NYT,48.9900016784668
2019,GPS,17.68000030517578
2020,GPS,20.190000534057617
2021,GPS,17.649999618530273
2022,GPS,11.279999732971191
2023,GPS,20.90999984741211
2019,ALTR,35.90999984741211
2020,ALTR,58.18000030517578
2021,ALTR,77.31999969482422
2022,ALTR,45.470001220703125
2023,ALTR,84.1500015258789
2019,NFE,15.670000076293945
2020,NFE,53.59000015258789
2021,NFE,24.139999389648438
2022,NFE,42.41999816894531
2023,NFE,37.72999954223633
2019,XRAY,56.59000015258789
2020,XRAY,52.36000061035156
2021,XRAY,55.790000915527344
2022,XRAY,31.84000015258789
2023,XRAY,35.59000015258789
2020,CCCS,13.270000457763672
2021,CCCS,11.390000343322754
2022,CCCS,8.699999809265137
2023,CCCS,11.390000343322754
2019,SPSC,55.41999816894531
2020,SPSC,108.58999633789062
2021,SPSC,142.35000610351562
2022,SPSC,128.42999267578125
2023,SPSC,193.83999633789062
2019,STAG,31.56999969482422
2020,STAG,31.31999969482422
2021,STAG,47.959999084472656
2022,STAG,32.310001373291016
2023,STAG,39.2599983215332
2019,IVZ,17.979999542236328
2020,IVZ,17.43000030517578
2021,IVZ,23.020000457763672
2022,IVZ,17.989999771118164
2023,IVZ,17.84000015258789
2019,HAS,105.61000061035156
2020,HAS,93.54000091552734
2021,HAS,101.77999877929688
2022,HAS,61.0099983215332
2023,HAS,51.060001373291016
2019,DAR,28.079999923706055
2020,DAR,57.68000030517578
2021,DAR,69.29000091552734
2022,DAR,62.59000015258789
2023,DAR,49.84000015258789
2019,RMBS,13.779999732971191
2020,RMBS,17.459999084472656
2021,RMBS,29.389999389648438
2022,RMBS,35.81999969482422
2023,RMBS,68.25
2019,HQY,74.06999969482422
2020,HQY,69.70999908447266
2021,HQY,44.2400016784668
2022,HQY,61.63999938964844
2023,HQY,66.30000305175781
2019,RGLD,122.25
2020,RGLD,106.36000061035156
2021,RGLD,105.20999908447266
2022,RGLD,112.72000122070312
2023,RGLD,120.95999908447266
2019,ICL,4.789999961853027
2020,ICL,5.050000190734863
2021,ICL,9.670000076293945
2022,ICL,7.309999942779541
2023,ICL,5.010000228881836
2019,BILL,38.04999923706055
2020,BILL,136.5
2021,BILL,249.14999389648438
2022,BILL,108.95999908447266
2023,BILL,81.58999633789062
2019,VOYA,60.97999954223633
2020,VOYA,58.810001373291016
2021,VOYA,66.30999755859375
2022,VOYA,61.4900016784668
2023,VOYA,72.95999908447266
2019,CFR,97.77999877929688
2020,CFR,87.2300033569336
2021,CFR,126.06999969482422
2022,CFR,133.6999969482422
2023,CFR,108.48999786376953
2019,ITCI,34.310001373291016
2020,ITCI,31.799999237060547
2021,ITCI,52.34000015258789
2022,ITCI,52.91999816894531
2023,ITCI,71.62000274658203
2019,ENSG,45.369998931884766
2020,ENSG,72.91999816894531
2021,ENSG,83.95999908447266
2022,ENSG,94.61000061035156
2023,ENSG,112.20999908447266
2019,MAT,13.550000190734863
2020,MAT,17.450000762939453
2021,MAT,21.559999465942383
2022,MAT,17.84000015258789
2023,MAT,18.8799991607666
2020,FOUR,75.4000015258789
2021,FOUR,57.93000030517578
2022,FOUR,55.93000030517578
2023,FOUR,74.33999633789062
2019,GNRC,100.58999633789062
2020,GNRC,227.41000366210938
2021,GNRC,351.9200134277344
2022,GNRC,100.66000366210938
2023,GNRC,129.24000549316406
2019,THO,74.29000091552734
2020,THO,92.98999786376953
2021,THO,103.7699966430664
2022,THO,75.48999786376953
2023,THO,118.25
2019,BRX,21.610000610351562
2020,BRX,16.549999237060547
2021,BRX,25.40999984741211
2022,BRX,22.670000076293945
2023,BRX,23.270000457763672
2019,IBP,68.87000274658203
2020,IBP,101.93000030517578
2021,IBP,139.72000122070312
2022,IBP,85.5999984741211
2023,IBP,182.82000732421875
2019,WTS,99.76000213623047
2020,WTS,121.69999694824219
2021,WTS,194.1699981689453
2022,WTS,146.22999572753906
2023,WTS,208.33999633789062
2019,CGNX,56.040000915527344
2020,CGNX,80.29000091552734
2021,CGNX,77.76000213623047
2022,CGNX,47.11000061035156
2023,CGNX,41.7400016784668
2019,CHRD,3.259999990463257
2020,CHRD,37.060001373291016
2021,CHRD,125.98999786376953
2022,CHRD,136.80999755859375
2023,CHRD,166.22999572753906
2019,CACC,442.3299865722656
2020,CACC,346.1400146484375
2021,CACC,687.6799926757812
2022,CACC,474.3999938964844
2023,CACC,532.72998046875
2019,AAON,32.939998626708984
2020,AAON,44.41999816894531
2021,AAON,52.95333480834961
2022,AAON,50.21333312988281
2023,AAON,73.87000274658203
2019,BERY,47.4900016784668
2020,BERY,56.189998626708984
2021,BERY,73.77999877929688
2022,BERY,60.43000030517578
2023,BERY,67.38999938964844
2019,MMYT,22.899999618530273
2020,MMYT,29.530000686645508
2021,MMYT,27.709999084472656
2022,MMYT,27.56999969482422
2023,MMYT,46.97999954223633
2019,LBTYK,21.799999237060547
2020,LBTYK,23.649999618530273
2021,LBTYK,28.09000015258789
2022,LBTYK,19.43000030517578
2023,LBTYK,18.639999389648438
2019,ALSN,48.31999969482422
2020,ALSN,43.130001068115234
2021,ALSN,36.349998474121094
2022,ALSN,41.599998474121094
2023,ALSN,58.150001525878906
2019,CBSH,61.62358474731445
2020,CBSH,62.57143020629883
2021,CBSH,68.73999786376953
2022,CBSH,68.06999969482422
2023,CBSH,53.40999984741211
2019,EXEL,17.6200008392334
2020,EXEL,20.06999969482422
2021,EXEL,18.280000686645508
2022,EXEL,16.040000915527344
2023,EXEL,23.989999771118164
2019,NOV,25.049999237060547
2020,NOV,13.729999542236328
2021,NOV,13.550000190734863
2022,NOV,20.889999389648438
2023,NOV,20.280000686645508
2019,ADT,7.929999828338623
2020,ADT,7.849999904632568
2021,ADT,8.40999984741211
2022,ADT,9.069999694824219
2023,ADT,6.820000171661377
2019,BFAM,150.2899932861328
2020,BFAM,172.99000549316406
2021,BFAM,125.87999725341797
2022,BFAM,63.099998474121094
2023,BFAM,94.23999786376953
2019,CRSP,60.904998779296875
2020,CRSP,153.11000061035156
2021,CRSP,75.77999877929688
2022,CRSP,40.650001525878906
2023,CRSP,62.599998474121094
2019,HRB,23.479999542236328
2020,HRB,15.859999656677246
2021,HRB,23.559999465942383
2022,HRB,36.5099983215332
2023,HRB,48.369998931884766
2019,MTZ,64.16000366210938
2020,MTZ,68.18000030517578
2021,MTZ,92.27999877929688
2022,MTZ,85.33000183105469
2023,MTZ,75.72000122070312
2019,MASI,158.05999755859375
2020,MASI,268.3800048828125
2021,MASI,292.7799987792969
2022,MASI,147.9499969482422
2023,MASI,117.20999908447266
2019,MTSI,26.600000381469727
2020,MTSI,55.040000915527344
2021,MTSI,78.30000305175781
2022,MTSI,62.97999954223633
2023,MTSI,92.94999694824219
2019,RLI,90.0199966430664
2020,RLI,104.1500015258789
2021,RLI,112.0999984741211
2022,RLI,131.27000427246094
2023,RLI,133.1199951171875
2019,DDS,73.4800033569336
2020,DDS,63.04999923706055
2021,DDS,245.02000427246094
2022,DDS,323.20001220703125
2023,DDS,403.6499938964844
2019,LSTR,113.87000274658203
2020,LSTR,134.66000366210938
2021,LSTR,179.02000427246094
2022,LSTR,162.89999389648438
2023,LSTR,193.64999389648438
2019,AGNC,17.68000030517578
2020,AGNC,15.600000381469727
2021,AGNC,15.039999961853027
2022,AGNC,10.350000381469727
2023,AGNC,9.8100004196167
2019,WFG,44.130001068115234
2020,WFG,64.26000213623047
2021,WFG,95.36000061035156
2022,WFG,72.29000091552734
2023,WFG,85.58000183105469
2019,STWD,24.860000610351562
2020,STWD,19.299999237060547
2021,STWD,24.299999237060547
2022,STWD,18.329999923706055
2023,STWD,21.020000457763672
2020,VNT,33.400001525878906
2021,VNT,30.729999542236328
2022,VNT,19.329999923706055
2023,VNT,34.54999923706055
2019,IONS,60.40999984741211
2020,IONS,56.540000915527344
2021,IONS,30.43000030517578
2022,IONS,37.77000045776367
2023,IONS,50.59000015258789
2023,CAVA,42.97999954223633
2019,ANF,17.290000915527344
2020,ANF,20.360000610351562
2021,ANF,34.83000183105469
2022,ANF,22.90999984741211
2023,ANF,88.22000122070312
2019,OGE,44.470001220703125
2020,OGE,31.860000610351562
2021,OGE,38.380001068115234
2022,OGE,39.54999923706055
2023,OGE,34.93000030517578
2019,OLN,17.25
2020,OLN,24.559999465942383
2021,OLN,57.52000045776367
2022,OLN,52.939998626708984
2023,OLN,53.95000076293945
2019,CMA,71.75
2020,CMA,55.86000061035156
2021,CMA,87.0
2022,CMA,66.8499984741211
2023,CMA,55.810001373291016
2019,LYFT,43.02000045776367
2020,LYFT,49.130001068115234
2021,LYFT,42.72999954223633
2022,LYFT,11.020000457763672
2023,LYFT,14.989999771118164
2019,UGP,6.260000228881836
2020,UGP,4.53000020980835
2021,UGP,2.640000104904175
2022,UGP,2.4200000762939453
2023,UGP,5.420000076293945
2019,AM,7.590000152587891
2020,AM,7.710000038146973
2021,AM,9.680000305175781
2022,AM,10.789999961853027
2023,AM,12.529999732971191
2019,VNOM,24.65999984741211
2020,VNOM,11.619999885559082
2021,VNOM,21.309999465942383
2022,VNOM,31.790000915527344
2023,VNOM,31.3799991607666
2023,CART,23.469999313354492
2019,ARW,84.73999786376953
2020,ARW,97.30000305175781
2021,ARW,134.27000427246094
2022,ARW,104.56999969482422
2023,ARW,122.25
2019,TNET,56.61000061035156
2020,TNET,80.5999984741211
2021,TNET,95.26000213623047
2022,TNET,67.80000305175781
2023,TNET,118.93000030517578
2023,CR,118.13999938964844
2019,SFM,19.350000381469727
2020,SFM,20.100000381469727
2021,SFM,29.68000030517578
2022,SFM,32.369998931884766
2023,SFM,48.11000061035156
2021,CSAN,15.670000076293945
2022,CSAN,13.0600004196167
2023,CSAN,15.65999984741211
2023,KVYO,27.780000686645508
2019,ATKR,40.459999084472656
2020,ATKR,41.11000061035156
2021,ATKR,111.19000244140625
2022,ATKR,113.41999816894531
2023,ATKR,160.0
2019,AN,48.630001068115234
2020,AN,69.79000091552734
2021,AN,116.8499984741211
2022,AN,107.30000305175781
2023,AN,150.17999267578125
2019,POST,71.40052032470703
2020,POST,66.10601806640625
2021,POST,73.77617645263672
2022,POST,90.26000213623047
2023,POST,88.05999755859375
2019,HXL,73.30999755859375
2020,HXL,48.4900016784668
2021,HXL,51.79999923706055
2022,HXL,58.849998474121094
2023,HXL,73.75
2019,VFC,99.66000366210938
2020,VFC,85.41000366210938
2021,VFC,73.22000122070312
2022,VFC,27.610000610351562
2023,VFC,18.799999237060547
2019,SIGI,65.19000244140625
2020,SIGI,66.9800033569336
2021,SIGI,81.94000244140625
2022,SIGI,88.61000061035156
2023,SIGI,99.4800033569336
2019,ATI,20.65999984741211
2020,ATI,16.770000457763672
2021,ATI,15.930000305175781
2022,ATI,29.860000610351562
2023,ATI,45.470001220703125
2021,BROS,50.90999984741211
2022,BROS,28.190000534057617
2023,BROS,31.670000076293945
2019,NOVT,88.44000244140625
2020,NOVT,118.22000122070312
2021,NOVT,176.3300018310547
2022,NOVT,135.8699951171875
2023,NOVT,168.41000366210938
2020,ALGM,26.65999984741211
2021,ALGM,36.18000030517578
2022,ALGM,30.020000457763672
2023,ALGM,30.270000457763672
2019,GTLS,67.48999786376953
2020,GTLS,117.79000091552734
