fiscal_date,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,symbol
30/09/2022,27149474000.0,22174698000.0,4974776000.0,3382013000.0,,2438357000.0,2.009,2.009,1078055848.0,1078055848.0,4262424000.0,3219478000.0,-272067000.0,0.0,,1313750000.0,747856000.0,,124172000.0,KLKBF
30/09/2021,19915796000.0,16494013000.0,3421783000.0,2893513000.0,,2452052000.0,2.093,2.093,1078401228.0,1078401228.0,3655965000.0,2976425000.0,-194468000.0,0.0,,1028320000.0,314166000.0,52220000.0,47077000.0,KLKBF
30/09/2020,15595956000.0,13525782000.0,2070174000.0,1418020000.0,,857049000.0,0.72,0.72,1073088316.0,1073088316.0,1866916000.0,1185730000.0,-84445000.0,0.0,,751907000.0,227766000.0,114853000.0,51446000.0,KLKBF
28/02/2023,1481621.0,2164513.0,-682892.0,-381105.0,340350.0,-271260.0,-0.01,-0.01,42735947.0,42735947.0,-141827.0,-271260.0,,,,117441.0,-490258.0,,230505.0,ARSLF
30/11/2020,596771.0,1167658.0,-570887.0,-1708786.0,1571661.0,-267341.0,-0.01,-0.01,34474949.0,34474949.0,-1552379.0,-267341.0,,,,153981.0,676182.0,,130216.0,ARSLF
31/12/2022,289815000.0,224752000.0,65063000.0,27313000.0,,21904000.0,1.0,0.975861,22389048.0,22389048.0,31703000.0,27314000.0,,0.0,,,23905000.0,0.0,698000.0,MOBNF
30/09/2020,30825000.0,6305000.0,24520000.0,12938000.0,,7959000.0,0.48,0.47,16714920.0,16714920.0,14832000.0,12908000.0,,0.0,,7946000.0,9349000.0,289000.0,538000.0,MOBNF
28/02/2023,3834049.0,2356275.0,1477774.0,-329243.0,1431.0,-327812.0,-0.01,-0.01,27165677.0,27165677.0,-275860.0,-327812.0,,,,1753634.0,,,0.0,PDPTF
28/02/2022,2162365.0,1464537.0,697828.0,-1207815.0,-3173.0,-1211321.0,-0.04,-0.04,27124038.0,27124038.0,-1125847.0,-1211321.0,,,,1823675.0,,,333.0,PDPTF
28/02/2021,1671171.0,1166924.0,504247.0,-1822428.0,9347.0,-1824135.0,-0.07,-0.07,27162028.0,27162028.0,-1730725.0,-1824135.0,,,,2360154.0,-125182.0,,11054.0,PDPTF
31/12/2022,3866539.0,1368115.0,2498424.0,763650.0,3700.0,767121.0,0.0042,0.0042,182370497.0,182370497.0,826003.0,767121.0,,,,1734774.0,,,229.0,NIHK
31/12/2021,7477882.0,4797306.0,2680576.0,2371048.0,-163659.0,2206953.0,0.0124,0.0124,177922436.0,177922436.0,2388599.0,2206953.0,,,,309528.0,,,435.0,NIHK
31/12/2020,1253445.0,1179827.0,73618.0,-82885.0,2866.0,-82980.0,-0.0005,-0.0005,177922436.0,177922436.0,-80582.0,-82980.0,,,,156503.0,,,2960.0,NIHK
31/08/2023,0.0,,,-1534405.0,-1000000.0,-79915.0,0.0,0.0,49217408.0,49217408.0,-1457524.0,-2458578.0,,,,1534405.0,,76881.0,1054.0,UPIPF
31/08/2022,0.0,5575702.0,2367248.0,-1124556.0,51869.0,-619152.0,-0.01,-0.01,49057631.0,49057631.0,-1124556.0,-1125200.0,,,,1124556.0,18902.0,0.0,644.0,UPIPF
31/08/2021,8817673.0,6007035.0,2810638.0,-878837.0,80673.0,-1090377.0,-0.03,-0.03,34434122.0,34434122.0,-589315.0,-1090377.0,,,,4249723.0,-810251.0,,123410.0,UPIPF
31/08/2020,9939576.0,7860138.0,2079438.0,-428947.0,-710662.0,-1175970.0,-0.08,-0.08,15776223.0,15776223.0,-216974.0,-1215200.0,,,,2861987.0,-620546.0,,105536.0,UPIPF
31/03/2023,184035000000.0,154358000000.0,29677000000.0,8195000000.0,,6869000000.0,125.43,125.43,54764711.0,54764711.0,16405000000.0,7733000000.0,,0.0,,,,289000000.0,100000000.0,FUJSF
31/03/2022,170321000000.0,139683000000.0,30638000000.0,10572000000.0,,6117000000.0,111.7,111.7,54764416.0,54764416.0,18863000000.0,9449000000.0,,0.0,,,,106000000.0,72000000.0,FUJSF
31/03/2021,163635000000.0,132337000000.0,31298000000.0,12429000000.0,,8375000000.0,150.93,150.93,55489651.0,55489651.0,20285000000.0,11629000000.0,,0.0,,,,88000000.0,67000000.0,FUJSF
31/03/2020,160925000000.0,129636000000.0,31289645000.0,12634979000.0,,8808349000.0,155.51,155.51,56642827.0,56642827.0,21093048000.0,12573482000.0,,0.0,,,,21314000.0,62811000.0,FUJSF
30/09/2023,105075000.0,76038000.0,29037000.0,13425000.0,3243000.0,14666000.0,1.0,1.0,14658000.0,14658000.0,13016000.0,14666000.0,,,3458000.0,12154000.0,,2108000.0,,GENC
30/09/2022,103479000.0,82935000.0,20544000.0,4167000.0,-7165000.0,-372000.0,-0.03,-0.03,14658000.0,14658000.0,13999000.0,-372000.0,,,4325000.0,12052000.0,,1305000.0,,GENC
30/09/2021,85278000.0,67100000.0,18178000.0,701000.0,4171000.0,5805000.0,0.4,0.39,14614000.0,14614000.0,-879000.0,5805000.0,,,4278000.0,13199000.0,,1762000.0,,GENC
30/09/2020,77420000.0,58467000.0,18953000.0,5536000.0,-1176000.0,5531000.0,0.38,0.38,14595000.0,14595000.0,8339000.0,5531000.0,,,3061000.0,10356000.0,,2321000.0,,GENC
31/12/2021,6553626.0,8096648.0,-1543022.0,-12246249.0,591218.0,-12915601.0,-0.13,-0.13,99442049.0,99442049.0,-11647050.0,-12915601.0,,,143683.0,7555875.0,2721108.0,,1781732.0,LMSBF
31/12/2020,0.0,0.0,0.0,-1594574.0,-18356.0,-1618742.0,-0.01653,-0.01653,97927350.0,97927350.0,-1592344.0,-1618742.0,,,0.0,1549085.0,43259.0,,5812.0,LMSBF
31/12/2022,0.0,,,-1662958.0,1102427.0,-726312.0,,,,,-2765385.0,-726312.0,,,,,1462908.0,18.0,,AOGOU
31/12/2022,6481910.0,5092000.0,1389899.0,-15138798.0,21285.0,-15298926.0,-511.0,-511.0,29874.0,29874.0,-14541600.0,-15299251.0,,,339828.0,15046704.0,544967.0,0.0,181413.0,SYTA
31/12/2021,7545488.0,5677000.0,1868171.0,-10762323.0,-10878737.0,-23625100.0,-3408.999999,-3408.999999,6927.0,6927.0,-9748002.0,-23625542.0,,,846242.0,10775931.0,,6000.0,1990040.0,SYTA
31/12/2020,5989772.0,4410000.0,1580117.0,-7327919.0,-4502819.0,-13591723.0,-6404.999998,-6404.999998,2121.0,2121.0,-6004266.0,-13591117.0,,,560236.0,7067678.0,,26819.0,1787804.0,SYTA
31/12/2023,322108000.0,183253000.0,138855000.0,135188000.0,-32227000.0,67486000.0,,,,,199626000.0,67486000.0,,,,57073000.0,-108471000.0,,41378000.0,PRMFF
31/12/2022,360505000.0,217853000.0,142652000.0,130065000.0,9747000.0,91758000.0,,,,,196363000.0,91758000.0,,,,74319000.0,-116837000.0,,42585000.0,PRMFF
31/12/2020,339577000.0,177532000.0,162045000.0,71476000.0,5273000.0,24249000.0,,,,,129226000.0,24249000.0,,,,37747000.0,1364000.0,,42017000.0,PRMFF
31/12/2022,86559000000000.0,68536000000000.0,18023000000000.0,7233510000000.0,,5408980000000.0,13495.0,13495.0,400855542.0,400855542.0,10328000000000.0,5408980000000.0,453000000.0,,1257220000000.0,7619920000000.0,121984000000.0,346442000000.0,232983000000.0,KIMTF
31/12/2021,69862400000000.0,56937200000000.0,12925200000000.0,5066850000000.0,,4760310000000.0,11874.0,11874.0,400913761.0,400913761.0,8717830000000.0,4760310000000.0,139000000.0,,1046810000000.0,5128530000000.0,97879000000.0,141857000000.0,169895000000.0,KIMTF
31/12/2020,59168100000000.0,49222600000000.0,9945530000000.0,2067540000000.0,,1487590000000.0,3710.0,3710.0,400931263.0,400931263.0,4358120000000.0,1487590000000.0,,,896570000000.0,5388400000000.0,94346000000.0,170133000000.0,234524000000.0,KIMTF
31/12/2022,11253107000.0,7397181000.0,3855926000.0,911794000.0,,-8915000.0,-0.02,-0.02,380104130.0,380104130.0,1393039000.0,-25996000.0,-10088000.0,0.0,,,1536629000.0,54639000.0,258494000.0,PUPOF
31/12/2021,5706391000.0,3290530000.0,2415861000.0,264641000.0,,-18370000.0,-0.05,-0.05,382000000.0,382000000.0,766043000.0,-149822000.0,-34000.0,0.0,,,756148000.0,46904000.0,200933000.0,PUPOF
31/12/2020,4649444000.0,2386361000.0,2263083000.0,178576000.0,,19481000.0,0.08,0.08,232000000.0,232000000.0,827406000.0,46278000.0,-40000.0,0.0,,,633573000.0,58641000.0,139535000.0,PUPOF
30/06/2023,11889000.0,3956000.0,7933000.0,2229000.0,-78000.0,1613000.0,0.11,0.1,15323000.0,15323000.0,2880000.0,1613000.0,,,,5490000.0,,,1000.0,RAVE
30/06/2022,10693000.0,3285000.0,7408000.0,2479000.0,-52000.0,8022000.0,0.45,0.45,17993000.0,17993000.0,3086000.0,8022000.0,,,,5446000.0,-704000.0,21000.0,61000.0,RAVE
30/06/2021,8582000.0,2658000.0,5924000.0,1047000.0,525000.0,1520000.0,0.09,0.09,17307000.0,17307000.0,1794000.0,1520000.0,,,,4710000.0,,11000.0,92000.0,RAVE
30/06/2020,9988000.0,3490000.0,6498000.0,809000.0,-909000.0,-4233000.0,-0.28,-0.28,15144000.0,15144000.0,1506000.0,-4233000.0,,,,5503000.0,,40000.0,95000.0,RAVE
30/06/2023,7657676.0,,,,,3365349.0,,,,,,3365349.0,,,,1656540.0,2635787.0,,,RSF
30/06/2022,4491635.0,,,,,-57160.0,-0.13,-0.13,3712041.0,3712041.0,,-57160.0,,,,1806551.0,2742244.0,,,RSF
30/06/2021,25860191.0,,,,,21446859.0,4.39,4.39,4885389.0,4885389.0,,21446859.0,,,,1597710.0,2815622.0,,,RSF
30/06/2020,-4788144.0,,,,,-10744328.0,-1.66,-1.66,6472487.0,6472487.0,,-10744328.0,,,,3527724.0,2428460.0,,,RSF
31/01/2023,0.0,,,-435386.0,14931.0,-346301.0,-0.002783,-0.002783,124439715.0,124439715.0,-420169.0,-346301.0,,,,435386.0,,3099.0,,HPYCF
31/01/2022,0.0,,,-792899.0,89821.0,-845010.0,-0.01,-0.01,122976537.0,122976537.0,-775111.0,-845010.0,,,,792899.0,,2844.0,,HPYCF
31/01/2021,0.0,,,-535625.0,136345.0,-550375.0,-0.01,-0.01,108377760.0,108377760.0,-517836.0,-550375.0,,,,535625.0,,1414.0,,HPYCF
31/12/2022,30064000.0,,,-58147000.0,-97000.0,-57762000.0,-1.73,-1.73,33435280.0,33435280.0,-54359000.0,-57762000.0,,,70243000.0,17968000.0,,3288000.0,476000.0,ALPN
31/12/2021,23443000.0,,,-49859000.0,-4000.0,-50333000.0,-1.98,-1.98,25476889.0,25476889.0,-48984000.0,-50333000.0,,,58742000.0,14560000.0,,259000.0,816000.0,ALPN
31/12/2020,9335000.0,,,-28749000.0,1333000.0,-27940000.0,-1.34,-1.34,20826466.0,20826466.0,-26593000.0,-27940000.0,,,27185000.0,10899000.0,,245000.0,775000.0,ALPN
31/12/2021,2312000000.0,,,,,-3014000000.0,-3.51,-3.51,859533251.0,859533251.0,,-2697000000.0,1000000.0,,,286000000.0,75000000.0,,,BLEUR
31/12/2020,1878000000.0,,,,,-668000000.0,-24.915025,-24.915025,26452554.0,26452554.0,,-540000000.0,6000000.0,,,282000000.0,80000000.0,,,BLEUR
31/12/2019,1836000000.0,,,,,276000000.0,10.560011,5.445005,26451511.0,26451511.0,,389000000.0,4000000.0,,,257000000.0,79000000.0,,,BLEUR
31/10/2023,0.0,,,-207759.0,-30594.0,-238353.0,,,,,-177165.0,-238353.0,,,,70028.0,137731.0,,,NNGVF
31/10/2022,0.0,,,-201088.0,-4527.0,-205615.0,-0.002363,-0.002363,87017549.0,87017549.0,-196561.0,-205615.0,,,,61306.0,139782.0,,532.0,NNGVF
31/10/2021,0.0,,,-342429.0,-1733.0,-344673.0,-0.004167,-0.004167,82718919.0,82718919.0,-342429.0,-344673.0,,,,139330.0,203099.0,,511.0,NNGVF
31/10/2020,0.0,,,-256950.0,12836.0,-244114.0,-0.003309,-0.003309,73764057.0,73764057.0,-256950.0,-244114.0,,,,97649.0,159301.0,,0.0,NNGVF
30/09/2022,1062800000.0,694800000.0,368000000.0,-325200000.0,-256100000.0,-565700000.0,,,,,3800000.0,-565900000.0,0.0,,,474400000.0,162700000.0,1800000.0,6000000.0,SSUTF
30/09/2021,813700000.0,496800000.0,316900000.0,-29800000.0,-1900000.0,-46000000.0,,,,,1800000.0,-36200000.0,0.0,,,290000000.0,26100000.0,4000000.0,8300000.0,SSUTF
30/09/2020,644400000.0,411900000.0,232500000.0,-14800000.0,-800000.0,-25600000.0,,,,,9800000.0,-22600000.0,900000.0,,,198200000.0,20700000.0,700000.0,7800000.0,SSUTF
31/12/2022,3605047000.0,2142984000.0,1462063000.0,884364000.0,,526583000.0,0.9,0.9,600000000.0,600000000.0,1472611000.0,853647000.0,14527000.0,0.0,,359383000.0,,95371000.0,122677000.0,IDGXF
31/12/2021,5224712000.0,2420647000.0,2804065000.0,2286716000.0,,1492506000.0,2.35,2.35,600000000.0,600000000.0,2593624000.0,2232321000.0,-79897000.0,0.0,,316784000.0,,113178000.0,98003000.0,IDGXF
31/12/2020,2656264000.0,1313688000.0,1342576000.0,1027678000.0,,609482000.0,0.99,0.99,600000000.0,600000000.0,1249902000.0,969082000.0,-15467000.0,0.0,,172647000.0,,53120000.0,67851000.0,IDGXF
31/03/2023,986300000.0,348100000.0,638200000.0,154400000.0,,114000000.0,0.1153,0.1094,988600000.0,988600000.0,179700000.0,114000000.0,,0.0,42700000.0,138400000.0,,2800000.0,10000000.0,WIZEY
31/03/2022,563800000.0,194700000.0,369100000.0,48700000.0,,32900000.0,0.034,0.0318,1034000000.0,1034000000.0,71200000.0,32900000.0,,0.0,25000000.0,93400000.0,4800000.0,0.0,4400000.0,WIZEY
31/03/2021,421000000.0,160500000.0,260500000.0,46800000.0,,30900000.0,0.031068,0.031068,994589856.0,994589856.0,70400000.0,30900000.0,,0.0,19900000.0,53800000.0,,1900000.0,7600000.0,WIZEY
31/03/2020,302600000.0,114500000.0,188100000.0,19500000.0,,15000000.0,0.015082,0.015082,994589856.0,994589856.0,45500000.0,15000000.0,,0.0,,60200000.0,,5400000.0,4500000.0,WIZEY
30/06/2022,1266000.0,,,-1874559.0,-404545.0,-2639596.0,-0.03,-0.03,82875093.0,82875093.0,-1203203.0,-2639596.0,,,301840.0,1672377.0,124557.0,,360492.0,CLGPF
30/06/2021,7391.0,,,-2877403.0,-167816.0,-3271044.0,-0.04,-0.04,77063267.0,77063267.0,-2022366.0,-3271044.0,,,77788.0,1778633.0,88209.0,,225825.0,CLGPF
30/06/2020,5202250.0,,,2686264.0,-157454.0,2090575.0,0.03,0.03,66788874.0,66788874.0,3640007.0,2090575.0,,,-3826.0,1518919.0,47150.0,,438235.0,CLGPF
31/10/2023,0.0,19358.0,-19358.0,-1001022.0,-51330.0,-1052991.0,-0.004221,-0.004221,249453494.0,249453494.0,-981664.0,-1052991.0,,,,434779.0,546885.0,,639.0,SSEBF
31/10/2022,0.0,19358.0,-19358.0,-1532377.0,-10026.0,-1544028.0,-0.01,-0.01,191086185.0,191086185.0,-1513019.0,-1544028.0,,,,352156.0,1160863.0,,1625.0,SSEBF
31/10/2021,0.0,17745.0,-17745.0,-2308411.0,-76132.0,-2386857.0,-0.01,-0.01,163114146.0,163114146.0,-2290666.0,-2386857.0,,,,608296.0,1682370.0,,2314.0,SSEBF
31/10/2020,0.0,0.0,0.0,-1015960.0,233522.0,-782438.0,-0.01,-0.01,108747919.0,108747919.0,-1015960.0,-782438.0,,,,579733.0,436227.0,,0.0,SSEBF
28/02/2023,327147000.0,74923000.0,252224000.0,27639000.0,,21217000.0,0.0906,0.0896,234422976.0,234422976.0,69540000.0,22090000.0,,0.0,,224585000.0,,730000.0,10270000.0,TNLIY
28/02/2022,188513000.0,44626000.0,143887000.0,-10313000.0,,-11905000.0,-0.0498,-0.0498,238791888.0,238791888.0,31372000.0,-15542000.0,,0.0,,154200000.0,,36000.0,8252000.0,TNLIY
28/02/2021,67084000.0,18408000.0,48676000.0,-99704000.0,,-91304000.0,-0.382,-0.382,239001198.0,239001198.0,-57927000.0,-106762000.0,,0.0,,148380000.0,,22000.0,7630000.0,TNLIY
31/12/2022,209711000.0,21998000.0,187713000.0,-849810000.0,,-882924000.0,-3.35,-3.35,263668827.0,263668827.0,-783209000.0,-887172000.0,,0.0,743104000.0,328016000.0,,9727000.0,52785000.0,ASPHF
31/12/2021,27910000.0,3328000.0,24582000.0,-869835000.0,,-782424000.0,-3.07,-3.07,254615322.0,254615322.0,-847868000.0,-832249000.0,,0.0,766491000.0,191261000.0,,7106000.0,16731000.0,ASPHF
31/12/2020,12450000.0,1966000.0,10484000.0,-663941000.0,,-677606000.0,-3.14,-3.14,215909150.0,215909150.0,-638026000.0,-675448000.0,,0.0,564571000.0,64058000.0,,5218000.0,6255000.0,ASPHF
30/06/2023,447605000.0,293645000.0,153960000.0,2382000.0,1462000.0,-9280000.0,-0.1,-0.1,94884000.0,94884000.0,9249000.0,-9280000.0,,,57129000.0,94449000.0,,,10632000.0,ARAY
30/06/2022,429909000.0,269954000.0,159955000.0,8148000.0,-2021000.0,-5347000.0,-0.06,-0.06,92095000.0,92095000.0,14258000.0,-5347000.0,,,57752000.0,94055000.0,,,8129000.0,ARAY
30/06/2021,396289000.0,236782000.0,159507000.0,22235000.0,-9901000.0,-6311000.0,-0.07,-0.07,92031000.0,92031000.0,30624000.0,-6311000.0,,,52729000.0,84543000.0,,,16893000.0,ARAY
30/06/2020,382928000.0,233207000.0,149721000.0,12539000.0,11231000.0,3827000.0,0.04,0.03,89874000.0,89874000.0,33654000.0,3827000.0,,,49784000.0,87398000.0,,,18080000.0,ARAY
31/12/2017,13250000.0,8916000.0,4334000.0,-8170000.0,-672000.0,-14531000.0,-0.06,-0.06,231509838.0,231509838.0,-9958000.0,,,,2292000.0,8596000.0,,,2543000.0,CLRYF
31/12/2023,3145843000.0,2488374000.0,657469000.0,548026000.0,1088000.0,464038000.0,25.45,24.2,18233000.0,18233000.0,715489000.0,464038000.0,,,,98871000.0,10572000.0,17259000.0,14821000.0,ARCH
31/12/2022,3724593000.0,2472163000.0,1252430000.0,1110685000.0,-18535000.0,1330914000.0,77.67,63.88,17136000.0,17136000.0,1248443000.0,1330914000.0,,,,105355000.0,36390000.0,7299000.0,20461000.0,ARCH
31/12/2021,2208042000.0,1700163000.0,507879000.0,388963000.0,-26172000.0,337573000.0,22.04,19.2,15318000.0,15318000.0,505579000.0,337573000.0,,,,92342000.0,26574000.0,628000.0,23972000.0,ARCH
31/12/2020,1467592000.0,1500031000.0,-32439000.0,-112477000.0,-221521000.0,-344615000.0,-22.74,-22.74,15153000.0,15153000.0,-7088000.0,-344615000.0,,,,82397000.0,-2359000.0,3808000.0,14432000.0,ARCH
31/12/2023,817310000.0,43463000.0,773847000.0,188814000.0,-15116000.0,57015000.0,0.36,0.36,158777000.0,158777000.0,316209000.0,57015000.0,,,,198550000.0,273288000.0,,86701000.0,VRRM
31/12/2022,741598000.0,47262000.0,694336000.0,164705000.0,31775000.0,92475000.0,0.61,0.5,152848000.0,152848000.0,318253000.0,92475000.0,,,,163133000.0,226324000.0,,69372000.0,VRRM
31/12/2021,550590000.0,35146000.0,515444000.0,111866000.0,977000.0,41449000.0,0.26,0.25,159983000.0,159983000.0,242578000.0,41449000.0,,,,123407000.0,163370000.0,,44942000.0,VRRM
31/12/2020,393593000.0,33540000.0,360053000.0,37816000.0,3902000.0,-4578000.0,-0.03,-0.03,161632000.0,161632000.0,159695000.0,-4578000.0,,,,89664000.0,115729000.0,,40865000.0,VRRM
31/12/2022,534239000.0,154513000.0,379726000.0,55515000.0,,44280000.0,2.57,2.57,17389171.0,17389171.0,68877000.0,44673000.0,393000.0,0.0,6093000.0,236902000.0,82451000.0,1817000.0,607000.0,BOIRF
31/12/2021,455201000.0,127579000.0,327622000.0,39542000.0,,28559000.0,1.63,1.63,17516468.0,17516468.0,59492000.0,28556000.0,-3000.0,0.0,2988000.0,212795000.0,74409000.0,590000.0,359000.0,BOIRF
31/12/2020,513582000.0,118841000.0,394741000.0,69730000.0,,26209000.0,1.5,1.5,17508151.0,17508151.0,135954000.0,26209000.0,0.0,0.0,3516000.0,244297000.0,78463000.0,459000.0,348000.0,BOIRF
30/06/2023,1049900000.0,,1049900000.0,-694500000.0,1409600000.0,549100000.0,0.7251,0.7227,757267813.0,757267813.0,1115500000.0,,,,,136900000.0,1320400000.0,9200000.0,40500000.0,IPGDF
30/06/2022,845200000.0,,845200000.0,332300000.0,134900000.0,330900000.0,0.4369,0.4354,757267813.0,757267813.0,644300000.0,,,,,86800000.0,250400000.0,2200000.0,5100000.0,IPGDF
30/06/2021,619859000.0,,619859000.0,151613000.0,28524000.0,548661000.0,0.8086,0.8086,678552539.0,678552539.0,357538000.0,,,,,72702000.0,219923000.0,2898000.0,25397000.0,IPGDF
30/06/2020,870217000.0,,870217000.0,204245000.0,14243000.0,155093000.0,0.259816,0.258628,596851577.0,596851577.0,465165000.0,,,,,84624000.0,337715000.0,6096000.0,3549000.0,IPGDF
31/12/2022,5773000000.0,,,,,1665000000.0,,,,,,1665000000.0,,,,2438000000.0,,,,FRCKL
31/12/2021,4960000000.0,,,,,1478000000.0,,,,,,1478000000.0,,,,2167000000.0,,,,FRCKL
31/12/2020,3854000000.0,,,,,1064000000.0,,,,,,1064000000.0,,,,1609000000.0,,,,FRCKL
30/06/2023,16780000000.0,6109000000.0,10671000000.0,7916000000.0,-904000000.0,4796000000.0,,,,,9714000000.0,,2000000.0,,,288000000.0,723000000.0,149000000.0,47000000.0,FSUGY
30/06/2022,17312000000.0,6175000000.0,11137000000.0,9024000000.0,-18000000.0,6197000000.0,4.028,4.02,1538334770.0,1538334770.0,10398000000.0,,,,,204000000.0,381000000.0,14000000.0,24000000.0,FSUGY
30/06/2021,14561305000.0,3568440000.0,10992865000.0,9886570000.0,-96940000.0,6743225000.0,6.692,6.666,1538541165.0,1538541165.0,10601175000.0,,,,,101525000.0,110040000.0,10480000.0,63535000.0,FSUGY
30/06/2020,8368935000.0,2855145000.0,5513790000.0,4480855000.0,46505000.0,3101425000.0,3.078,3.064,1007823912.0,1007823912.0,5340215000.0,,,,,74670000.0,41265000.0,32750000.0,41265000.0,FSUGY
31/12/2023,32964000.0,,,,,25746000.0,,,,,,25965000.0,,,,7836000.0,-799000.0,,,SEVN
31/12/2022,34102000.0,,,,,27447000.0,1.89,1.89,14540000.0,14540000.0,,27640000.0,,,,6349000.0,,,,SEVN
31/12/2021,30233000.0,,,25577000.0,-589000.0,24650000.0,2.18,2.18,11304000.0,11304000.0,,24650000.0,,,,5245000.0,1565000.0,,,SEVN
31/12/2020,-54307653.0,,,,,-55681209.0,-5.49,-5.49,10201116.0,10201116.0,-65295240.0,-55681209.0,,,,1373556.0,,,,SEVN
31/10/2023,0.0,,,-3788307.0,,-3769518.0,,,,,-3788307.0,-3769518.0,,,,494242.0,3294065.0,18789.0,,VAUCF
31/10/2022,0.0,0.0,0.0,-3833266.0,,-3833242.0,-0.05,-0.05,73181133.0,73181133.0,-3833266.0,-3833242.0,,,,264284.0,3568982.0,24.0,,VAUCF
31/10/2021,0.0,4686.0,-4686.0,-2601290.0,,-2601195.0,-0.06,-0.06,44851346.0,44851346.0,-2596604.0,-2601195.0,,,,679978.0,1916626.0,95.0,0.0,VAUCF
31/10/2020,0.0,15122.0,-15122.0,-2073520.0,,-2084726.0,-0.07,-0.07,30874190.0,30874190.0,-2058268.0,-2084726.0,,,,386588.0,1671810.0,130.0,11336.0,VAUCF
31/12/2022,3935000.0,,,-70847000.0,393000.0,-70753000.0,-0.85,-0.85,83554412.0,83554412.0,-68419000.0,-70753000.0,,,60336000.0,9582000.0,4864000.0,69000.0,355000.0,ACIU
31/12/2021,0.0,,,-79010000.0,113000.0,-72996000.0,-0.97,-0.97,74951833.0,74951833.0,-70119000.0,-72996000.0,,,62282000.0,10879000.0,5849000.0,6485000.0,581000.0,ACIU
31/12/2020,15431000.0,,,-61260000.0,-555000.0,-61921000.0,-0.86,-0.86,71900212.0,71900212.0,-59215000.0,-61921000.0,,,59487000.0,11086000.0,6118000.0,78000.0,184000.0,ACIU
31/12/2021,39966176.0,27902947.0,12063229.0,6688089.0,1367204.0,-1217506.0,-0.02,-0.02,63864725.0,63864725.0,10085807.0,-1217506.0,0.0,,,4996709.0,378431.0,,5288799.0,SMAGF
31/12/2020,23049999.0,14685755.0,8364244.0,2372992.0,9294671.0,6541144.0,0.15,0.14,45327506.0,45327506.0,2741251.0,6541144.0,176618.0,,,5502136.0,489116.0,348134.0,2950929.0,SMAGF
31/12/2023,1879927000.0,,,,,498511000.0,0.95,0.95,507532365.0,507532365.0,,498511000.0,,,,591479000.0,,,,VLY
31/12/2022,1861952000.0,,,,,568851000.0,1.14,1.14,485434918.0,485434918.0,,568851000.0,,,,549573000.0,,,,VLY
31/12/2021,1365177000.0,,,,,473840000.0,1.13,1.12,407445379.0,407445379.0,,473840000.0,,,,390048000.0,,,,VLY
31/12/2020,1301301000.0,,,,,390606000.0,0.94,0.93,403754356.0,403754356.0,,390606000.0,,,,350098000.0,,,,VLY
31/12/2022,0.0,,,-685056.0,2767656.0,4928507.0,,,,,-2391628.0,4928507.0,,,,,685056.0,2845907.0,,RENEU
30/06/2023,10229000000.0,9642000000.0,587000000.0,-168000000.0,18000000.0,-232000000.0,-0.34,-0.34,683000000.0,683000000.0,65000000.0,,,,,411000000.0,181000000.0,85000000.0,158000000.0,LLESF
30/06/2022,8822000000.0,8135000000.0,687000000.0,-176000000.0,115000000.0,-99000000.0,-0.145,-0.145,683000000.0,683000000.0,651000000.0,,,,,662000000.0,43000000.0,3000000.0,108000000.0,LLESF
30/06/2021,9771000000.0,9132000000.0,639000000.0,-479000000.0,709000000.0,222000000.0,0.325,0.325,683000000.0,683000000.0,623000000.0,,,,,,916000000.0,5000000.0,126000000.0,LLESF
30/06/2020,11671000000.0,11361000000.0,310000000.0,-1085000000.0,502000000.0,-310000000.0,-0.518,-0.518,599000000.0,599000000.0,-196000000.0,,,,,,1195000000.0,12000000.0,140000000.0,LLESF
31/03/2019,345611000.0,318910000.0,26701000.0,-811275000.0,,-3007380000.0,-1.67,-1.67,1191431500.0,1191431500.0,-1026784000.0,-3089675000.0,1017671000.0,0.0,126101000.0,447929000.0,167162000.0,14000000.0,353418000.0,CAOHF
31/12/2022,5000000.0,,,-59642000.0,,-58388000.0,-1.38,-1.38,42450316.0,42450316.0,-59553000.0,-58388000.0,,,39829000.0,24813000.0,,1254000.0,,MIST
31/12/2021,15000000.0,,,-43073000.0,,-42853000.0,-1.02,-1.02,41833861.0,41833861.0,-42980000.0,-42853000.0,,,38671000.0,19402000.0,,220000.0,,MIST
31/12/2020,0.0,,,-50710000.0,,-49967000.0,-1.7,-1.7,29344993.0,29344993.0,-50613000.0,-49967000.0,,,34488000.0,16222000.0,,726000.0,,MIST
31/12/2022,570000.0,394000.0,176000.0,-18089000.0,,-25819000.0,-0.7,-0.7,36649036.0,36649036.0,-17897000.0,-25819000.0,,0.0,,3282000.0,2515000.0,266000.0,6774000.0,LHYFF
31/12/2021,197000.0,176000.0,21000.0,-5669000.0,,-8724000.0,-0.451158,-0.451158,19336900.0,19336900.0,-5411000.0,-8724000.0,,0.0,380000.0,1291000.0,882000.0,8000.0,3052000.0,LHYFF
