fiscal_date,sales,cost_of_goods,gross_profit,operating_income,other_income_expense,net_income,eps_basic,eps_diluted,basic_shares_outstanding,diluted_shares_outstanding,ebitda,net_income_continuous_operations,minority_interests,preferred_stock_dividends,research_and_development,selling_general_and_administrative,other_operating_expenses,income,expense,symbol
31/12/2023,20498000000.0,7440000000.0,13058000000.0,3906000000.0,-233000000.0,3165000000.0,8.34,8.25,379600000.0,379600000.0,4952000000.0,3165000000.0,,,1388000000.0,7129000000.0,,,,SYK
31/12/2022,18449000000.0,6871000000.0,11578000000.0,3042000000.0,-359000000.0,2358000000.0,6.23,6.17,378200000.0,378200000.0,4241000000.0,2358000000.0,,,1454000000.0,6455000000.0,,,,SYK
31/12/2021,17108000000.0,6140000000.0,10968000000.0,2687000000.0,-406000000.0,1994000000.0,5.29,5.21,377000000.0,377000000.0,3780000000.0,1994000000.0,,,1235000000.0,6427000000.0,,,,SYK
31/12/2020,14351000000.0,5294000000.0,9057000000.0,2240000000.0,-286000000.0,1599000000.0,4.26,4.2,375500000.0,375500000.0,3069000000.0,1599000000.0,,,984000000.0,5361000000.0,,,,SYK
31/12/2023,36662000000.0,22995000000.0,13667000000.0,7084000000.0,519000000.0,5672000000.0,,,,,9112000000.0,5672000000.0,-14000000.0,,1456000000.0,5127000000.0,,321000000.0,765000000.0,HON
31/12/2022,35466000000.0,22347000000.0,13119000000.0,6427000000.0,228000000.0,4967000000.0,7.33,7.27,677100000.0,677100000.0,8455000000.0,4967000000.0,-1000000.0,,1478000000.0,5214000000.0,,138000000.0,414000000.0,HON
31/12/2021,34392000000.0,22061000000.0,12331000000.0,6200000000.0,1276000000.0,5610000000.0,8.01,7.91,692300000.0,692300000.0,8884000000.0,5610000000.0,-68000000.0,,1333000000.0,4798000000.0,,102000000.0,343000000.0,HON
31/12/2020,32637000000.0,22169000000.0,10468000000.0,5696000000.0,568000000.0,4865000000.0,6.79,6.72,704100000.0,704100000.0,7308000000.0,4865000000.0,-86000000.0,,,4772000000.0,,107000000.0,359000000.0,HON
30/06/2023,17428516000.0,9651591000.0,7776925000.0,5217010000.0,-60322000.0,4510931000.0,33.3,33.21,135472000.0,135472000.0,5687332000.0,4510931000.0,,,1727162000.0,832753000.0,,138984000.0,186462000.0,LRCX
30/06/2022,17227039000.0,9355232000.0,7871807000.0,5381822000.0,-19158000.0,4605286000.0,32.92,32.75,139899000.0,139899000.0,5712335000.0,4605286000.0,,,1604248000.0,885737000.0,,15209000.0,184759000.0,LRCX
30/06/2021,14626150000.0,7820844000.0,6805306000.0,4482023000.0,77691000.0,3908458000.0,27.22,26.9,143609000.0,143609000.0,4893514000.0,3908458000.0,,,1493408000.0,829875000.0,,19687000.0,208597000.0,LRCX
30/06/2020,10044736000.0,5436043000.0,4608693000.0,2673802000.0,-6817000.0,2251753000.0,15.55,15.1,144814000.0,144814000.0,3024260000.0,2251753000.0,,,1252412000.0,682479000.0,,85433000.0,177440000.0,LRCX
31/12/2023,46254000000.0,,,,,8516000000.0,,,,,,8516000000.0,,,,16128000000.0,,,,GS
31/12/2022,47365000000.0,,,,,11261000000.0,30.42,30.06,352100000.0,352100000.0,,11261000000.0,,,,15960000000.0,,,,GS
31/12/2021,59339000000.0,,,,,21635000000.0,60.25,59.45,350500000.0,350500000.0,,21635000000.0,,,,18272000000.0,,,,GS
31/12/2020,44559000000.0,,,,,9459000000.0,24.94,24.74,356400000.0,356400000.0,,9459000000.0,,,,13710000000.0,,,,GS
31/12/2023,90958000000.0,73727000000.0,17231000000.0,9141000000.0,217000000.0,6708000000.0,7.81,7.8,859000000.0,859000000.0,12507000000.0,6708000000.0,,,,,8090000000.0,,785000000.0,UPS
31/12/2022,100338000000.0,79329000000.0,21009000000.0,13094000000.0,2435000000.0,11548000000.0,13.26,13.2,871000000.0,871000000.0,16282000000.0,11548000000.0,,,,,7915000000.0,,704000000.0,UPS
31/12/2021,97287000000.0,77007000000.0,20280000000.0,12810000000.0,4479000000.0,12890000000.0,14.75,14.68,874000000.0,874000000.0,15763000000.0,12890000000.0,,,,,7470000000.0,,694000000.0,UPS
31/12/2020,84628000000.0,69344000000.0,15284000000.0,7684000000.0,-5139000000.0,1343000000.0,1.65,1.64,867000000.0,867000000.0,10382000000.0,1343000000.0,,,,,7600000000.0,,701000000.0,UPS
31/12/2023,8023469000.0,2010335000.0,6013134000.0,3084483000.0,1021032000.0,3253145000.0,3.3,3.29,924351000.0,924351000.0,5853992000.0,3253145000.0,-193931000.0,,,390406000.0,53354000.0,,618723000.0,PLD
31/12/2022,5973692000.0,1509094000.0,4464598000.0,2280402000.0,1719445000.0,3555398000.0,4.28,4.25,785675000.0,785675000.0,4386917000.0,3555398000.0,-190542000.0,0.0,,331083000.0,40336000.0,,291903000.0,PLD
31/12/2021,4759440000.0,1248487000.0,3510953000.0,1617409000.0,1971667000.0,3148590000.0,3.97,3.94,739363000.0,739363000.0,3583472000.0,3148590000.0,-208867000.0,0.0,,293167000.0,22435000.0,871000.0,250094000.0,PLD
31/12/2020,4438735000.0,1170104000.0,3268631000.0,1401807000.0,658744000.0,1616630000.0,2.02,2.01,728322997.0,728322997.0,3247590000.0,1616630000.0,-134816000.0,2347000.0,,274845000.0,30010000.0,1044000.0,299907000.0,PLD
31/03/2023,6057230000000.0,,,,,1200320000000.0,90.72,90.41,12305714018.0,12305714018.0,,1569920000000.0,-83820000000.0,,,2969330000000.0,,,,MUFG
31/03/2022,4703320000000.0,,,,,1206450000000.0,88.44,88.05,12785341295.0,12785341295.0,,1489860000000.0,-75606000000.0,,,2746840000000.0,,,,MUFG
31/03/2021,4554850000000.0,,,,,856967000000.0,60.5,60.25,12843564013.0,12843564013.0,,1042040000000.0,-79949000000.0,,,2709550000000.0,,,,MUFG
31/03/2020,4699500000000.0,,,,,608543000000.0,40.95,40.7,12897317000.0,12897317000.0,,829443000000.0,-80392000000.0,,,1341000000000.0,,,,MUFG
31/12/2023,,,,,,,2.58,2.56,2515900000.0,2515900000.0,,,,,,,,,,UL
31/12/2022,60073000000.0,35906000000.0,24167000000.0,9727000000.0,,8269000000.0,3.0,2.99,2548200000.0,2548200000.0,12186000000.0,8269000000.0,-627000000.0,0.0,908000000.0,7821000000.0,5755000000.0,281000000.0,789000000.0,UL
31/12/2021,52444000000.0,30259000000.0,22185000000.0,9626000000.0,,6621000000.0,2.33,2.32,2599900000.0,2599900000.0,11828000000.0,6621000000.0,-572000000.0,0.0,847000000.0,6873000000.0,4829000000.0,157000000.0,508000000.0,UL
31/12/2020,50724000000.0,28684000000.0,22040000000.0,9358000000.0,,6073000000.0,2.13,2.12,2620300000.0,2620300000.0,11786000000.0,6073000000.0,-492000000.0,0.0,800000000.0,7091000000.0,4782000000.0,232000000.0,703000000.0,UL
31/12/2023,77794000000.0,70070000000.0,7724000000.0,-821000000.0,1275000000.0,-2242000000.0,-3.67,-3.67,605800000.0,605800000.0,2267000000.0,-2242000000.0,20000000.0,,3377000000.0,5168000000.0,,,2459000000.0,BA
31/12/2022,66608000000.0,63078000000.0,3530000000.0,-3509000000.0,1048000000.0,-5053000000.0,-8.3,-8.3,594578313.0,594578313.0,-472000000.0,-5053000000.0,118000000.0,,2852000000.0,4187000000.0,,,2561000000.0,BA
31/12/2021,62286000000.0,59237000000.0,3049000000.0,-3357000000.0,1038000000.0,-4290000000.0,-7.15,-7.15,587692308.0,587692308.0,-662000000.0,-4290000000.0,88000000.0,,2249000000.0,4157000000.0,,,2714000000.0,BA
31/12/2020,58158000000.0,63843000000.0,-5685000000.0,-12978000000.0,658000000.0,-11941000000.0,-20.88,-20.88,568630268.0,568630268.0,-10285000000.0,-11941000000.0,68000000.0,,2476000000.0,4817000000.0,,,2156000000.0,BA
31/12/2023,122428000000.0,50123000000.0,72305000000.0,24654000000.0,1898000000.0,15623000000.0,1.97,1.97,7181000000.0,7181000000.0,46522000000.0,15623000000.0,-1223000000.0,0.0,,28874000000.0,,,6704000000.0,T
31/12/2022,120741000000.0,50848000000.0,69893000000.0,22911000000.0,-19897000000.0,-7055000000.0,-1.13,-1.13,7166000000.0,7166000000.0,48533000000.0,-6874000000.0,-1469000000.0,-663000000.0,,28961000000.0,,,6108000000.0,T
31/12/2021,134038000000.0,60407000000.0,73631000000.0,26110000000.0,9777000000.0,21479000000.0,2.77,2.73,7168000000.0,7168000000.0,53952000000.0,23776000000.0,-1398000000.0,0.0,,29669000000.0,,,6716000000.0,T
31/12/2020,171760000000.0,79920000000.0,91840000000.0,25285000000.0,-20216000000.0,-3821000000.0,-0.75,-0.75,7157000000.0,7157000000.0,52465000000.0,-3821000000.0,-1355000000.0,,,38039000000.0,,,7925000000.0,T
31/12/2023,17859000000.0,9161000000.0,8698000000.0,6333000000.0,641000000.0,5676000000.0,36.85,36.51,149300000.0,149300000.0,7233000000.0,5676000000.0,-174000000.0,,,2214000000.0,,473000000.0,292000000.0,BLK
31/12/2022,17873000000.0,9086000000.0,8787000000.0,6489000000.0,-139000000.0,4994000000.0,34.31,33.97,150900000.0,150900000.0,7059000000.0,4994000000.0,184000000.0,,,2147000000.0,,152000000.0,212000000.0,BLK
31/12/2021,19374000000.0,9556000000.0,9818000000.0,7450000000.0,841000000.0,6205000000.0,38.76,38.22,152200000.0,152200000.0,7952000000.0,6205000000.0,-304000000.0,,,2221000000.0,,87000000.0,205000000.0,BLK
31/12/2020,16205000000.0,7939000000.0,8266000000.0,5695000000.0,972000000.0,5286000000.0,32.13,31.85,153489422.0,153489422.0,6115000000.0,5286000000.0,-354000000.0,,,2465000000.0,,62000000.0,205000000.0,BLK
31/12/2023,18837000000.0,,,,,5067000000.0,2.55,2.54,1824000000.0,1824000000.0,,5067000000.0,,,,6712000000.0,,,,SCHW
31/12/2022,20762000000.0,,,,,7183000000.0,3.52,3.5,1885000000.0,1885000000.0,,7183000000.0,,,,6355000000.0,,,,SCHW
31/12/2021,18520000000.0,,,,,5855000000.0,2.84,2.83,1887000000.0,1887000000.0,,5855000000.0,,,,5935000000.0,,,,SCHW
31/12/2020,11691000000.0,,,,,3299000000.0,2.13,2.12,1429000000.0,1429000000.0,,3299000000.0,,,,4280000000.0,,,,SCHW
31/12/2022,57786000000.0,26305000000.0,31481000000.0,14465000000.0,-1572000000.0,7596000000.0,2.97,2.91,2013000000.0,2013000000.0,19993000000.0,7597000000.0,-1628000000.0,,,17555000000.0,-539000000.0,462000000.0,4443000000.0,BUD
31/12/2021,54304000000.0,23097000000.0,31207000000.0,14205000000.0,-819000000.0,6113000000.0,2.33,2.28,2007000000.0,2007000000.0,19089000000.0,6114000000.0,-1444000000.0,,,17575000000.0,-573000000.0,231000000.0,4340000000.0,BUD
31/12/2020,46881000000.0,19634000000.0,27247000000.0,12608000000.0,-4503000000.0,2202000000.0,0.7,0.7,1984000000.0,1984000000.0,16275000000.0,147000000.0,-797000000.0,,,15369000000.0,-730000000.0,465000000.0,4650000000.0,BUD
31/12/2023,21365000000.0,,,5835000000.0,-477000000.0,4289000000.0,118.67,117.4,36140000.0,36140000.0,7522000000.0,4289000000.0,,,,14366000000.0,660000000.0,1020000000.0,897000000.0,BKNG
31/12/2022,17090000000.0,,,5102000000.0,-1007000000.0,3058000000.0,76.7,76.35,39872000.0,39872000.0,5927000000.0,3058000000.0,,,,11210000000.0,327000000.0,219000000.0,391000000.0,BKNG
31/12/2021,10958000000.0,,,2496000000.0,-713000000.0,1165000000.0,28.39,28.17,41042000.0,41042000.0,3098000000.0,1165000000.0,,,,7616000000.0,425000000.0,16000000.0,334000000.0,BKNG
31/12/2020,6796000000.0,,,580000000.0,289000000.0,59000000.0,1.45,1.44,40974000.0,40974000.0,1270000000.0,59000000.0,,,,5459000000.0,299000000.0,54000000.0,356000000.0,BKNG
31/12/2023,68920000000.0,56831000000.0,12089000000.0,5341000000.0,48000000.0,3380000000.0,2.24,2.23,1426000000.0,1426000000.0,9700000000.0,3380000000.0,-185000000.0,,2805000000.0,4029000000.0,-86000000.0,100000000.0,1653000000.0,RTX
31/12/2022,67074000000.0,53406000000.0,13668000000.0,7393000000.0,-46000000.0,5308000000.0,3.52,3.5,1475500000.0,1475500000.0,11525000000.0,5327000000.0,-111000000.0,,2711000000.0,3684000000.0,-120000000.0,70000000.0,1300000000.0,RTX
31/12/2021,64388000000.0,51897000000.0,12491000000.0,7080000000.0,-677000000.0,4112000000.0,2.57,2.56,1501600000.0,1501600000.0,11645000000.0,4145000000.0,-248000000.0,,2732000000.0,3102000000.0,-423000000.0,36000000.0,1330000000.0,RTX
31/12/2020,56587000000.0,48056000000.0,8531000000.0,1294000000.0,-2281000000.0,-3295000000.0,-2.59,-2.59,1357800000.0,1357800000.0,6394000000.0,-2928000000.0,-224000000.0,,2582000000.0,5540000000.0,-885000000.0,42000000.0,1408000000.0,RTX
31/12/2023,46444000000.0,14236000000.0,32208000000.0,10392000000.0,-2600000000.0,5436000000.0,2.155,2.15,2503400000.0,2503400000.0,15204000000.0,5400000000.0,-36000000.0,,6728000000.0,10692000000.0,2224000000.0,546000000.0,659000000.0,SNY
31/12/2022,45389000000.0,13695000000.0,31694000000.0,11881000000.0,-1171000000.0,8484000000.0,3.345,3.33,2503800000.0,2503800000.0,15474000000.0,8371000000.0,-113000000.0,,6706000000.0,10492000000.0,562000000.0,173000000.0,461000000.0,SNY
31/12/2021,39175000000.0,12255000000.0,26920000000.0,9147000000.0,-979000000.0,6279000000.0,2.485,2.475,2505000000.0,2505000000.0,12517000000.0,6223000000.0,-56000000.0,,5692000000.0,9555000000.0,946000000.0,3000000.0,389000000.0,SNY
31/12/2020,37369000000.0,12159000000.0,25210000000.0,7890000000.0,6223000000.0,12330000000.0,4.905,4.88,2507200000.0,2507200000.0,11796000000.0,12294000000.0,-36000000.0,,5530000000.0,9391000000.0,718000000.0,103000000.0,434000000.0,SNY
31/12/2023,23196000000.0,14762000000.0,8434000000.0,3885000000.0,93000000.0,3223000000.0,8.06,8.02,399100000.0,399100000.0,4904000000.0,3223000000.0,-5000000.0,,754000000.0,3795000000.0,,,151000000.0,ETN
31/12/2022,20752000000.0,13865000000.0,6887000000.0,2995000000.0,60000000.0,2465000000.0,6.17,6.14,398700000.0,398700000.0,3985000000.0,2465000000.0,-4000000.0,,665000000.0,3227000000.0,,,144000000.0,ETN
31/12/2021,19628000000.0,13293000000.0,6335000000.0,2463000000.0,577000000.0,2146000000.0,5.38,5.34,398700000.0,398700000.0,3345000000.0,2146000000.0,-2000000.0,,616000000.0,3256000000.0,,,144000000.0,ETN
31/12/2020,17858000000.0,12408000000.0,5450000000.0,1824000000.0,71000000.0,1415000000.0,3.51,3.49,402200000.0,402200000.0,2485000000.0,1415000000.0,-5000000.0,,551000000.0,3075000000.0,,,149000000.0,ETN
31/12/2023,171340000000.0,,,,19452000000.0,5991000000.0,25.38,25.22,235900000.0,235900000.0,,5991000000.0,-4000000.0,,,,37380000000.0,,1030000000.0,ELV
31/12/2022,156595000000.0,,,,14978000000.0,5888000000.0,24.56,24.28,240000000.0,240000000.0,,5888000000.0,6000000.0,,,17686000000.0,30735000000.0,,851000000.0,ELV
31/12/2021,138639000000.0,,,,12657000000.0,6149000000.0,25.26,24.95,243800000.0,243800000.0,,6149000000.0,9000000.0,,,15914000000.0,26813000000.0,,798000000.0,ELV
31/12/2020,121867000000.0,,,,10384000000.0,4572000000.0,18.630698,17.98,245401430.0,245401430.0,,4572000000.0,0.0,,,17450000000.0,8953000000.0,,784000000.0,ELV
31/12/2023,28114000000.0,10138000000.0,17976000000.0,9832000000.0,780000000.0,6282000000.0,3.61,3.6,2026100000.0,2026100000.0,15913000000.0,6282000000.0,1028000000.0,,,,,,3324000000.0,NEE
31/12/2022,20956000000.0,10817000000.0,10139000000.0,3559000000.0,858000000.0,3246000000.0,2.1,2.1,1972600000.0,1972600000.0,8954000000.0,3246000000.0,901000000.0,,,,,,585000000.0,NEE
31/12/2021,17069000000.0,8508000000.0,8561000000.0,2836000000.0,1609000000.0,2827000000.0,1.82,1.81,1962500000.0,1962500000.0,8103000000.0,2827000000.0,746000000.0,,,,-142000000.0,,1270000000.0,NEE
31/12/2020,17997000000.0,7290000000.0,10707000000.0,4946000000.0,-583000000.0,2369000000.0,1.489286,1.48,1960000000.0,1960000000.0,8019000000.0,2369000000.0,550000000.0,,,,-93000000.0,38000000.0,1950000000.0,NEE
31/01/2023,49936000000.0,36149000000.0,13787000000.0,4860000000.0,-218000000.0,3498000000.0,3.0,2.97,1166000000.0,1166000000.0,5825000000.0,3498000000.0,,,,8927000000.0,,78000000.0,84000000.0,TJX
31/01/2022,48550000000.0,34714000000.0,13836000000.0,4755000000.0,-242000000.0,3283000000.0,2.74,2.7,1200000000.0,1200000000.0,5627000000.0,3283000000.0,,,,9081000000.0,,4000000.0,119000000.0,TJX
31/01/2021,32137000000.0,24534000000.0,7603000000.0,582000000.0,-312000000.0,90000000.0,0.08,0.07,1200000000.0,1200000000.0,1466000000.0,90000000.0,,,,7021000000.0,,13000000.0,194000000.0,TJX
31/12/2023,9869200000.0,1262200000.0,8607000000.0,4307500000.0,-498300000.0,3619600000.0,14.05,13.89,257700000.0,257700000.0,5080700000.0,3619600000.0,,,3162900000.0,1136600000.0,,614700000.0,44100000.0,VRTX
31/12/2022,8930700000.0,1080300000.0,7850400000.0,4365400000.0,-222800000.0,3322000000.0,12.97,12.82,256100000.0,256100000.0,4493500000.0,3322000000.0,,,2540300000.0,944700000.0,,144600000.0,54800000.0,VRTX
31/12/2021,7574400000.0,904200000.0,6670200000.0,3892300000.0,-1105300000.0,2342100000.0,9.09,9.01,257700000.0,257700000.0,4027700000.0,2342100000.0,,,1937800000.0,840100000.0,,4900000.0,61500000.0,VRTX
31/12/2020,6205700000.0,736300000.0,5469400000.0,2869400000.0,283500000.0,2711700000.0,10.44,10.29,259841000.0,259841000.0,3297700000.0,2711700000.0,0.0,0.0,1829500000.0,770500000.0,,22200000.0,58200000.0,VRTX
30/04/2023,31227000000.0,10719000000.0,20508000000.0,5830000000.0,170000000.0,3784000000.0,2.83,2.82,1329800000.0,1329800000.0,9042000000.0,3784000000.0,-26000000.0,,2696000000.0,10415000000.0,-131000000.0,,636000000.0,MDT
30/04/2022,31686000000.0,10145000000.0,21541000000.0,5908000000.0,163000000.0,5062000000.0,3.75,3.73,1342400000.0,1342400000.0,8932000000.0,5062000000.0,-22000000.0,,2746000000.0,10292000000.0,862000000.0,,553000000.0,MDT
30/04/2021,30117000000.0,10483000000.0,19634000000.0,4895000000.0,-75000000.0,3630000000.0,2.68,2.66,1344900000.0,1344900000.0,7933000000.0,3630000000.0,-24000000.0,,2493000000.0,10148000000.0,315000000.0,,925000000.0,MDT
30/04/2020,28913000000.0,9424000000.0,19489000000.0,5222000000.0,-75000000.0,4806000000.0,3.57,3.54,1340700000.0,1340700000.0,8241000000.0,4806000000.0,-17000000.0,,2331000000.0,10109000000.0,71000000.0,,1092000000.0,MDT
31/12/2023,62082300000.0,,,,,3902400000.0,6.61,6.58,584900000.0,584900000.0,,3902400000.0,,,,,,,268400000.0,PGR
31/12/2022,49586400000.0,,,,722100000.0,721500000.0,1.19,1.18,584400000.0,584400000.0,,721500000.0,,,,,,,243500000.0,PGR
31/12/2021,47676500000.0,,,,691800000.0,3350900000.0,5.69,5.66,584500000.0,584500000.0,,3350900000.0,0.0,,,,,,218600000.0,PGR
31/12/2020,42638100000.0,,,,603500000.0,5704600000.0,9.71,9.66,584900000.0,584900000.0,,5704600000.0,0.0,,,,,,217000000.0,PGR
31/03/2023,11539800000000.0,8398930000000.0,3140910000000.0,1179020000000.0,13560000000.0,943622000000.0,758.38,754.95,1235701000.0,1235701000.0,2222190000000.0,1180310000000.0,-6496000000.0,,,1969170000000.0,-7286000000.0,22399000000.0,26398000000.0,SONY
31/03/2022,9921510000000.0,7219840000000.0,2701670000000.0,1182420000000.0,-45074000000.0,888406000000.0,711.84,705.16,1239299000.0,1239299000.0,2036060000000.0,1117500000000.0,-6228000000.0,,,1588470000000.0,-69217000000.0,6996000000.0,14600000000.0,SONY
31/03/2021,8998660000000.0,6567550000000.0,2431110000000.0,957954000000.0,43935000000.0,1043900000000.0,952.29,936.9,1230480000.0,1230480000.0,1666170000000.0,997965000000.0,-14286000000.0,,,1473150000000.0,,7610000000.0,14208000000.0,SONY
31/03/2020,8259890000000.0,5925050000000.0,2334840000000.0,832211000000.0,-40949000000.0,622260000000.0,471.64,461.230892,1234408000.0,1234408000.0,1601840000000.0,622260000000.0,-40069000000.0,,,1502630000000.0,,19278000000.0,11090000000.0,SONY
31/12/2023,4486800000.0,2655800000.0,1831000000.0,749700000.0,-212300000.0,1321000000.0,10.55,10.53,125060000.0,125060000.0,934000000.0,1419500000.0,500000.0,2700000.0,328800000.0,752500000.0,,,237200000.0,FMC
31/12/2022,5802300000.0,3475500000.0,2326800000.0,1228800000.0,-93100000.0,741500000.0,5.83,5.81,125975000.0,125975000.0,1398200000.0,838700000.0,-5000000.0,1700000.0,314200000.0,783800000.0,,0.0,151800000.0,FMC
31/12/2021,5045200000.0,2883900000.0,2161300000.0,1136900000.0,-108000000.0,737100000.0,5.76,5.73,128403000.0,128403000.0,1307800000.0,805300000.0,2500000.0,1800000.0,304700000.0,719700000.0,,0.0,131100000.0,FMC
31/12/2020,4642100000.0,2595400000.0,2046700000.0,1029100000.0,-146900000.0,551500000.0,4.26,4.23,129701000.0,129701000.0,1177200000.0,579800000.0,900000.0,1400000.0,287900000.0,729700000.0,24900000.0,100000.0,151300000.0,FMC
31/12/2023,3479240000.0,1808205000.0,1671035000.0,1223808000.0,-41614000.0,784288000.0,,,,,2412628000.0,784288000.0,,,,161077000.0,9615000.0,,166707000.0,CIVI
31/12/2022,3791398000.0,1305850000.0,2485548000.0,2026698000.0,-340721000.0,1248080000.0,14.68,14.58,85005000.0,85005000.0,2854798000.0,1248080000.0,,,,143477000.0,9672000.0,,22636000.0,CIVI
31/12/2021,930614000.0,361255000.0,569359000.0,422878000.0,-161399000.0,178921000.0,4.82,4.74,37155000.0,37155000.0,647803000.0,178921000.0,,,,65132000.0,16236000.0,,9700000.0,CIVI
31/12/2020,218090000.0,148866000.0,69224000.0,33692000.0,11334000.0,103528000.0,4.98,4.95,20774000.0,20774000.0,126996000.0,103528000.0,,,,34936000.0,596000.0,,0.0,CIVI
30/06/2023,1940512000.0,1179781000.0,760731000.0,544566000.0,,407641000.0,6.75,6.74,60435000.0,60435000.0,560858000.0,407641000.0,,,145172000.0,70993000.0,,,58224000.0,UI
30/06/2022,1691692000.0,1021880000.0,669812000.0,462264000.0,,378657000.0,6.14,6.13,61689000.0,61689000.0,475953000.0,378657000.0,,,137689000.0,69859000.0,,,17815000.0,UI
30/06/2021,1898094000.0,985818000.0,912276000.0,742592000.0,,616584000.0,9.79,9.78,62991000.0,62991000.0,754692000.0,616584000.0,,,116171000.0,53513000.0,,,14938000.0,UI
30/06/2020,1284500000.0,676328000.0,608172000.0,478198000.0,,380297000.0,5.81,5.8,65427000.0,65427000.0,485893000.0,380297000.0,,,89405000.0,40569000.0,,,28002000.0,UI
30/09/2023,1370316000.0,932663000.0,437653000.0,131426000.0,-249000.0,67955000.0,0.45,0.45,150162256.0,150162256.0,262322000.0,67955000.0,,,,306227000.0,,,37645000.0,AZEK
30/09/2022,1355586000.0,946266000.0,409320000.0,129431000.0,-496000.0,75225000.0,0.49,0.49,153510110.0,153510110.0,241349000.0,75225000.0,,,,279889000.0,,,18341000.0,AZEK
30/09/2021,1178974000.0,789023000.0,389951000.0,143154000.0,-1025000.0,93150000.0,0.61,0.59,153777859.0,153777859.0,241573000.0,93150000.0,,,,246797000.0,,,17126000.0,AZEK
30/09/2020,899259000.0,603209000.0,296050000.0,-20841000.0,-38491000.0,-122233000.0,-1.01,-1.01,120775717.0,120775717.0,71947000.0,-122233000.0,,,,316891000.0,,,64186000.0,AZEK
31/12/2022,6733644000.0,3514551000.0,3219093000.0,-162002000.0,186454000.0,411900000.0,0.4,0.4,1075892849.0,1075892849.0,639384000.0,411900000.0,-5138000.0,,914151000.0,2320202000.0,-47530000.0,483658000.0,175000.0,YMM
31/12/2021,4657019000.0,2539998000.0,2117021000.0,-3795943000.0,-79005000.0,-3654528000.0,-6.2,-6.2,672298614.0,672298614.0,-3498124000.0,-3654528000.0,80000.0,518432000.0,729668000.0,5108453000.0,-22815000.0,234651000.0,40000.0,YMM
31/12/2020,2580820000.0,1316017000.0,1264803000.0,-3614603000.0,-38458000.0,-3470480000.0,-3.306693,-3.306693,1085845702.0,1085845702.0,-3357715000.0,-3470480000.0,8000.0,120086000.0,413369000.0,4392908000.0,-21031000.0,209832000.0,8367000.0,YMM
31/12/2023,2158136000.0,1449128000.0,709008000.0,453684000.0,-15639000.0,341800000.0,5.39,5.36,57750000.0,57750000.0,672947000.0,341800000.0,-30583000.0,,,,44097000.0,21423000.0,211370000.0,RHP
31/12/2022,1805969000.0,1226220000.0,579749000.0,327619000.0,-11240000.0,134948000.0,2.34,2.33,55140000.0,55140000.0,532761000.0,134948000.0,-5955000.0,,,42982000.0,43514000.0,5750000.0,148406000.0,RHP
31/12/2021,939373000.0,738674000.0,200699000.0,-58992000.0,-11190000.0,-194801000.0,-3.21,-3.21,55047000.0,55047000.0,158492000.0,-194801000.0,17835000.0,,,38597000.0,39334000.0,5685000.0,125347000.0,RHP
31/12/2020,524475000.0,551141000.0,-26666000.0,-270543000.0,-54715000.0,-460821000.0,-7.59,-7.59,54962000.0,54962000.0,-104033000.0,-460821000.0,43430000.0,,,28795000.0,28795000.0,7304000.0,115783000.0,RHP
31/12/2022,4511062000.0,754861000.0,3756201000.0,-129519000.0,85183000.0,107245000.0,0.24,0.24,456070996.0,456070996.0,84104000.0,107245000.0,,0.0,1182716000.0,2720599000.0,-17595000.0,161332000.0,,BZ
31/12/2021,4259128000.0,554648000.0,3704480000.0,-1036320000.0,15038000.0,-1071074000.0,-4.66,-4.66,264671514.0,264671514.0,-869667000.0,-1071074000.0,,164065000.0,821984000.0,3933793000.0,-14977000.0,9735000.0,,BZ
31/12/2020,1944359000.0,240211000.0,1704148000.0,-944905000.0,-88000.0,-941895000.0,-2.816859,-2.816859,435192556.0,435192556.0,-840885000.0,-941895000.0,,283981000.0,513362000.0,2144540000.0,-8849000.0,3098000.0,0.0,BZ
31/12/2023,1674968000.0,514598000.0,1160370000.0,446663000.0,-186000.0,175723000.0,,,,,611093000.0,175723000.0,32453000.0,243403000.0,,549091000.0,,,239042000.0,TKO
31/12/2022,1140147000.0,325586000.0,814561000.0,544387000.0,-1271000.0,389022000.0,0.0,0.0,83162446.0,83162446.0,603148000.0,389022000.0,-1747000.0,387275000.0,,210142000.0,,,139567000.0,TKO
31/12/2021,1031944000.0,335604000.0,696340000.0,391137000.0,504000.0,273625000.0,0.0,0.0,83162446.0,83162446.0,454891000.0,273625000.0,-1285000.0,272340000.0,,241953000.0,,,102247000.0,TKO
31/12/2020,891154000.0,267360000.0,623794000.0,314128000.0,-358000.0,178325000.0,2.130349,2.130349,83162446.0,83162446.0,419372000.0,178325000.0,-1160000.0,,,204064000.0,,,118550000.0,TKO
31/12/2023,2426152000.0,1249061000.0,1177091000.0,290906000.0,-9420000.0,232752000.0,,,,,411711000.0,232752000.0,-365000.0,,228804000.0,571266000.0,,22116000.0,1014000.0,NYT
31/12/2022,2308321000.0,1208933000.0,1099388000.0,255737000.0,-26202000.0,173905000.0,1.04,1.04,166871000.0,166871000.0,333930000.0,173905000.0,0.0,,204185000.0,556812000.0,,7264000.0,800000.0,NYT
31/12/2021,2074877000.0,1039568000.0,1035309000.0,271865000.0,12847000.0,219971000.0,1.31,1.31,167929000.0,167929000.0,334946000.0,219971000.0,0.0,,160871000.0,545071000.0,,6569000.0,780000.0,NYT
